Post Type,Title,Author,Timestamp,Thread Link,Reply Author,Reply Message
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,Chriss Miller,"Paul Gibson said:plus if you do write to the table at some point and you just didn't spot it you've now sown the seeds for an Error 111.Click to expand...But that's also a chance to find places where there is unintentional changes to the DBF that were the cause of earlier corruptions. Also with just reading a table you cannot prevent all errors, anyway. If a table already is corrupt using it won't  do a complete health check of the DBF, in short VFP checks whether the record count that's stored in the table matches the expected size oif the dbf file that is HEADER()+RECCOUNT()*RECSIZE(), essentially. Maybe +1 for an EOF byte or plus some more, you can easily find out on healthy tables how that calculation turns out exactly the file size. But you never have a check which verifies every byte for validity in the corresponding context.What's never checked is if all memo pointers to the FPT file are pointing to correct places, that all index trees are intact and no node points to non existant records, there could be illegal values in the file bytes that store a fields value, and several more problems. You only step upon corruptions when they affect what you want to read, so corruptions can actually exist for a week, month, even longer, as long as you never try read some specific memo, the corruption doesn't surface.It's not that corruptions due to problems of writing to a file are actually immediately detected at that point, otherwise you would always have the actual creattion of a defect reporting itself. Corruptions occur, because VFP assumes what it didi did effect the file as intended, but the file system failed, the network failed and still reported success, for example.If you want to avoid file corruptions of dbfs and their related files, the only way to do that is to use another database.What you can do as precautions is regularly removing deleted records with PACK - needs exclusive access, though. Regularly reindexing the table - with caution when there could be CDX header corruptions that changed the index expression. If there are, you'd have broekn index nodes anyway and need a reindex based on the actually planned index expression, no matter if this is just a basic expression of a field only or an expression combining several fields into one index tag. The recommended recipe for reindexng therefore is storing the meta data about what index tag names and index expressions and index types (primary, regular, candidate, binary) should exist somewhere separate - metadata, and then DELETE TAG ALL and run the necessary indexing commands. Since you can do that, once you take care of storing the index meta data, index corruptions are all fixable, data (in dbf and fpt) that's lost os lost, unless you have frequent enough backups. Index corruptions happening often can still be a PITA, as the recoverability of the indexes is not something you do on the fly on large tables, so all these measures of keeping the data as shrinked as it can be with bloat removed from dbf, fpt and cdx files, you get less problems, but you don't have any chance to get them to a guaranteed 0%, that's never possible with any database, but you can get to better results with a database server in that aspect."
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,Chriss Miller,"I assume you ask for a reason, and that may be that you have a case where the data exists to drive something, like a dictionary for a grammar checker, so you don't need updates for this data, at least not as regularly as it would be in case of a shop database, as a very common example. There's a similar, yet not idential differentiation with the terms of OLAP vs OLTP.If you're after a way of using DBFs read only the simplest thing is making the files readonly by the readonly attribute, though it doesn't need high priviledges on a file to change the attributes and be able to write, too, the best way to make DBFs (and FPT/CDX, perhaps IDX, secondary CDX) available read only is setting file permissions to read only, that can't be changed that easily, especially when the users are not the file owners, i.e. don't create the DBFs on the fly but you setup a database administratevly where all files and the data directory exist under an owner the users can't be and their premissions are read only, of course. Besides the other obvious possibility: Storing them on read only storage, like CDs, which makes access much slower, though. If you do that, it's possible to ensure all data files to be verified in all their bits, quite literally, and besides ensuring they are unchanged by file access limitations, you can store and verify checksums.If you're not mainly after readonly data but after avoiding defects, then the best way is to make use of data maintenance routines, starting with backups and then essentially all the precautions I mentioned in my previous post."
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,Paul Gibson,"Chriss Miller said:If you want to avoid file corruptions of dbfs and their related files, the only way to do that is to use another database.Click to expand...100% agree, it is my biggest regret in the main VFP application I manage that the previous developers didn't leave any hope for ever migrating to a different database, short of completely rewriting the application from scratch and that's not really possible because the application is gargantuan.  For this app, its age means it is no surprise to find database code is written at every level/layer.  Calling it a spider's web would be giving the current level of separation a fake description of organisation, a rat's nest is definitely more accurate.  I longed to migrate to another database, not just to reduce the chances of corruption, thankfully that's rare enough, but for things like easier updates when not needing exclusive access to DBFs, but it's just not possible for us, in this app.As such, I've had many years experience dealing with different types of corruption that can happen in a networked VFP app that uses DBFs by opening them over the network.There is corruption, then there is corruption.  Corruption could mean anything but happily it's rare and even when it does happen we only see a few variations.  Thankfully the easiest one to deal with is by far the most common, certainly for us.  The old record count in the file header, not matching the actual total number of records.  In our application we have a formal utility for users to go through to fix that kind, it's quite nice, even if I do say so myself.The utility checks the header to see if that is a problem and if so zips up the DBF, CDX, FPT (where applicable) as a backup, then fixes the header to match the correct total before checking the table again.  If the table can now be opened it deletes the backup zip and if not tells the user to get us involved and we'll download the zip and examine things and sort from there.I'm grateful that probably more than 95% of the corruption our users face is easily fixed with that one utility.  If it is not that, if it's one or more indexes that have gone bad we have a reindex facility which goes through the tables, tearing the indexes down and rebuilding them from scratch.  That does require user downtime but if it is needed then that's better than working with bad tables.  There isn't really a 100|% reliable way to check for bad indexes so we have to use other ways of detecting if unexpected behaviour of the application could be due to an index not working as expected.  It's never easy for that one.The killer though is that memo corruption that you mentioned, mainly because of the reason you stated, it can be a sleeper problem that only raises it's head long after the problem happened in the first place.  This can mean that backups are not viable.  The corruption might not even make the application crash, depending on the form of the corruption that application may continue to operate as if there is no problem, just outputting garbage instead of the correct memo text.  That's definitely a more difficult form of corruption to rectify.We have a tool, FoxFix, which we sometimes use when our own efforts are to no avail and thankfully it is sometimes years between occasions where we need to do that.  As long as our users have robust networks and robust power supplies the frequency of corruption events that we're made aware of is rare and I continually cross my fingers that it stays that way."
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,Chriss Miller,"Paul Gibson said:This can mean that backups are not viable.Click to expand...Truly a problem, you can reduce that problem by using a rotation scheme like grandfather-father-son backups. Ideally VFP would be transactional, so every state, especially every healthy state of single records is kept so you could always at least get back to the last healthy state."
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,ajenat,"Thanks everyone for your reply..Chriss, I store index expressions in a reindex program which, when executed, removes cdx files and creates new files.Index files can be checked on starting and recreated if required.I am searching of preventing my data from damage where index file corruption isn't important because it can be recreated by a program on a single click or on next start."
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,ajenat,"Paul Gibson said:... In our application we have a formal utility for users to go through to fix that kind, it's quite nice, even if I do say so myself.Click to expand...Can you please share it"
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,Chriss Miller,"If your concern for data loss means you're looking for the kind of seamless recording of the data history as transactional databases log them, the feature to use is index/update/delete triggers. It will require to have a DBC. When using free or legacy DBFs in a legacy software your best bet is on more frequent backups and in that case more in the nature of live backups of any change. Windows offers monitoring file changes with WMI (in more detail WQL notification queries on file creation, modification and deletion events. Well, in case of DBFs mainly the modification events. When doing it that way you don't have the insider knowledge about what actually changed in the DBF, so the triggers are clearly the simpler way of establishing that, as any trigger code starts with the workarea affected and the record affected being the current record pointer in the current workarea, i.e. you can't get better to the point of change, the downside of a trigger is that it happens for every single record, i.e. you have a lot of trigger calls also for batch operations like an APPEND, whereas file modification event notifications can be configured to be monitored within an interval of time, which means you get at most one call every interval. The interval, of course, also becomes the precision of backup, if you call it that, i.e. not every single change is cared for.All this, no matter what feature you use, obviously can itself cause concurrency problems, even though these triggers and notification monitoring will not need readwriteaccess(sorry, read, not write I already was at the second half of the thought), but would write their log information or actual record backups into other files, ideally not even part of the original database. They will still cause any data modifications to slow down write performance.One major disadvantage of doing it with mechanisms from outside the client that does the changes is that locks and transactions hinder you to see changes you want to ensure are getting into a transaction log, so triggers are surely the best thing you can use as they happen from inside of VFP. And not only that, they happen on the client triggering the change, so you have access to buffered yet not committed changed data and the state of data within a transaction, if there is one."
Reply,Can NOUPDATE prevent a DBF corruption,ajenat,"Feb 23, 2025 at 8:31 PM",https://www.tek-tips.com/threads/can-noupdate-prevent-a-dbf-corruption.1833189/,tomk3,"I recommend to switch to CS database, too. We did that with remote views which can be USEed and INDEXed like tables on startup, then we optimized it with where clauses,...Another approach might be to switch to a remote solution (MSTSC, TSPLUS) and run the app on the server with the dbfs"
Question,Better way to install VFP9+Innosetup application?,Vince Wen,"Feb 20, 2025 at 5:51 PM",https://www.tek-tips.com/threads/better-way-to-install-vfp9-innosetup-application.1833160/,Vince Wen,"I have a VFP9 application that uses Inno Setup as its installer. I am facing a challenge because most of our users install the application on a network server. The issue arises because Inno Setup cannot recognize mapped drives when elevated privileges (admin rights) are required during installation. As a result, users must install the application using the UNC share name.Unfortunately, many of our users are not technically savvy leading to a constant stream of support calls for assistance with installing the application to the correct UNC share location.My question is: Is there a better way to handle this situation? I can't be the only one dealing with this issue in a FoxPro application using Inno Setup. I would appreciate any ideas or workarounds that others in the community might have.Additional Note:- After the initial installation, the Inno Setup wizard can prepopulate with the previously installed path (the correct UNC share name). However, due to changes in personnel or computers, users often do not use the same computer for updates each year.- We have a new version released each year which must be installed in the same location each year. Making this a recurring problem.Thanks in advance,Vince"
Reply,Better way to install VFP9+Innosetup application?,Vince Wen,"Feb 20, 2025 at 5:51 PM",https://www.tek-tips.com/threads/better-way-to-install-vfp9-innosetup-application.1833160/,Jeremy H,"Well, if you knew what the unc share path was, you could create a cmd file that would map the drive in the administrator context, and then run the installer. It might need to be created for each customer, but then they could run the cmd file As Administrator, and it would work.You might be able to create a program that would run in the user context and collect the drive mappings, and either store them for the install program, or have it create the cmd ""wrapper"" that would run in the administrator context, and remap the drives."
Reply,Better way to install VFP9+Innosetup application?,Vince Wen,"Feb 20, 2025 at 5:51 PM",https://www.tek-tips.com/threads/better-way-to-install-vfp9-innosetup-application.1833160/,Vince Wen,"Unfortunately, we have too many customers to create individually..."
Reply,Better way to install VFP9+Innosetup application?,Vince Wen,"Feb 20, 2025 at 5:51 PM",https://www.tek-tips.com/threads/better-way-to-install-vfp9-innosetup-application.1833160/,Chriss Miller,"If possible you could start a secondary EXE that acutally requires no elevation and thus runs in the user context, which could have the dialog to chooss the drive letter and determine the UNC path for it, as is necessary for the main setup process.Because when you map a network share you can choose three options:1. Reconnect at sign-in2. Connect using different credentials3. Connect to a website that you can use to store documents and picture (OneDrive, I think not only one drive, also any FTP connection)Well, The first option is the usual one and tells you that mappings are only reestablished at sign in of users. That means you can't get at them. But a process running under the normal user account - therefore actually enforcing no elevation for a helper exe, could see that and then store it from wher the setup can pick it up. This idea still requires the user that has the mappings to start the setup and elevate from there, but software installation might be done by an admin or by software configuration management be assigned to clients, which means you can't rely on a helper exe to see the mappings, necessarily.There could be a simpler way, yet. Simpler? Well, at least with more control on your side and more options on top of that. It's based on what you already have:Vince Wen said:- After the initial installation, the Inno Setup wizard can prepopulate with the previously installed path (the correct UNC share name). However, due to changes in personnel or computers, users often do not use the same computer for updates each year.Click to expand...I assume this prepopulation works, as you store that information somewhere local, llike the registry, where it can be found next time. But only on the same client.Well, so store it on your website for each company, retrieve it from there. It would obviously require the setup to be able to know the company. But instead of knowing or determining that you could ask for entering a registration key during setup, which you hand out and keep uniquely different for different companies but the same for the same company, which indirectly identifies the company. You could also use it for licensing purposes and against software piracy, but it would simply give you a unique identifier to retrieve whatever set of data you want to know from the previous/initial setup, as you store that associated with the registration key as id during the initial setup, any upgrade setup and then get at it again in the current setup. Not finding something stored on your website would idenntify an initial setup, well, or someone trying piracy.Obviously this change requires two iterations, next time to be established to then be used the following time, but as it offers more options, I think it would be worth it, wouldn't it?"
Reply,Better way to install VFP9+Innosetup application?,Vince Wen,"Feb 20, 2025 at 5:51 PM",https://www.tek-tips.com/threads/better-way-to-install-vfp9-innosetup-application.1833160/,Vince Wen,"Thanks Chriss,  I have gone with your first suggestion.  Basically have innosetup call a helper.exe to retrieve UNC path.  I got it to work (mostly).  Thank you.Your second suggestion has the benefit of solving some of our other problems.  It will take a bit more thought, but the main issue is it requires us to be SOC2-type2 compliant due to web services required.  Which is a pain..."
Question,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,SitesMasstec,"Dear colleagues:I have a report which displays values from some records (parent + child):Now I need to calculate some total values, as shown in the above red squares.In a Form, I displayed these total values after calculating them in the Form, Init procedure, but in a Report... I do not know what to do from this point:Of course I need the  (first) variable TotalMarBR = tarimarbr + tpormarbr + tranmarbr + servmarbrThank you."
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,Steve Yu,"SitesMasstec said:Dear colleagues:I have a report which displays values from some records (parent + child):View attachment 1781Now I need to calculate some total values, as shown in the above red squares.In a Form, I displayed these total values after calculating them in the Form, Init procedure, but in a Report... I do not know what to do from this point:View attachment 1782Of course I need the  (first) variable TotalMarBR = tarimarbr + tpormarbr + tranmarbr + servmarbrThank you.Click to expand...For starter, you will have to move the total variables out of the detail band."
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,SitesMasstec,Steve: I need to display the total values in places shown. I cannot move these totals to another band.
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,Jeremy H,"You can create report variables, and do your totaling there. Then, display the variable values where you want.That said, if you are trying to total records which are not part of the report, that gets complicated."
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,Steve Yu,"SitesMasstec said:Steve: I need to display the total values in places shown. I cannot move these totals to another band.Click to expand...If the totals are for each detail record then you'll have to use (tarimarbr + tpormarbr + tranmarbr + servmarbr), which I assume are data fields, instead of TotalMarBR.To do that, insert a field type in detail band after 'Totals:' and use the expression to define the total you wanted:"
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,SitesMasstec,"Yes, Steve, good, it works fine. As the values are from a table, I had to explicit them:The child table can have 5 records for this reports. And in the end there must be Grand Totals for these total values.Total variables would be a better solution, but if it's not possible. let's do this way.Thank you."
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,Steve Yu,"SitesMasstec said:Yes, Steve, good, it works fine. As the values are from a table, I had to explicit them:View attachment 1784The child table can have 5 records for this reports. And in the end there must be Grand Totals for these total values.Total variables would be a better solution, but if it's not possible. let's do this way.Thank you.Click to expand...You know you can have grand totals at the end too, correct ?Just in case, the grand totals can be coded in group footer, outside and after detail band, in similar coding to detail band."
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,SitesMasstec,"Ok, Steve, I will try to use Group Footer later.So, I am curious about what is this ""Variables"" tab in the Report properties for, bellow?"
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,Steve Yu,"SitesMasstec said:Ok, Steve, I will try to use Group Footer later.So, I am curious about what is this ""Variables"" tab in the Report properties for, bellow?View attachment 1785Click to expand..."
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,Steve Yu,"Sorry, that's all I know.Help, anyone ?"
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,mjcmkrsr,"Hi,Below a demo with 4 cursors to show how to calculate values per record(s), the group(s) footer(s) and the total on the last page footer.hthMarK"
Reply,Sum of values in a Report Detail band,SitesMasstec,"Feb 21, 2025 at 11:07 PM",https://www.tek-tips.com/threads/sum-of-values-in-a-report-detail-band.1833174/,igorsandler,"SitesMasstec said:Dear colleagues:I have a report which displays values from some records (parent + child):View attachment 1781Now I need to calculate some total values, as shown in the above red squares.In a Form, I displayed these total values after calculating them in the Form, Init procedure, but in a Report... I do not know what to do from this point:View attachment 1782Of course I need the  (first) variable TotalMarBR = tarimarbr + tpormarbr + tranmarbr + servmarbrThank you.Click to expand...Maybe I am missing something but if you have the totals already calculated on the form, then you don't need any report totals, just correct groupings on report and display form totals as a variables. Otherwise, you will need to create multiple groupings on the report and create report totals for each group"
Question,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,AndrewMozley,"This application has a ribbon menu which allows the user to have several forms visible at the same time.For example, a user could be entering a sales invoice for a product, but he may wish to find out what this customer – or another customer – paid last time; or what deliveries of the product are expected.In the present case the user is entering a Sales Invoice (form Salinvoice.scx), but he has another form open which uses the customer table (XCUST.dbf), and that other form may have a particular customer record locked, because he is altering various value for that customer on the screen.On the Sales invoice form, the customer has entered all the details – products & prices &c, maybe some comments. He is ready to post the invoice to the Sales Ledger, and Clicks on aPostbutton.The Salinvoice form needs to add records to several tables in the Sales and Nominal ledgers, but it also needs to update a couple of fields in the XCUST table.For that purpose it needs to RLOCK that particular record.  When that fails, the application displays a MessageBox, inviting the user (if it is him!) to unlock that record or to abandon the transaction.If he decides to unlock the record, I would like the user to be able to click on the Customer Maintenance form (which is on the screen) and Save or Abandon the Edit which he was doing.Unfortunately it seems not to be possible to switch from Salinvoice.frx while its MessageBox is displayed. Would be grateful for guidance on the best way to set about this.Thank you.  Andrew Mozley"
Reply,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,Chris Miller,"Message boxes are modal, they are the only form selectable when they are displayed, no matter from where they are started. That's the first simple fact.I wonder if you're mixing up things, as you talk of a salesinvoice scx and frx, that's two completely different things. a Report preview window has the same modal nature, you first have to deal with the report preview, either print or cancel printing or, if you added other buttons to the preview toolbar as foxypreviewer allows, save as some file type. Only after that you can go about handling anything else.If you just have several forms and a message box. The situation is solvable after the message box has been answered, so what actually is your problem after knowing that? Maybe even just running a message box, you could instead run your own form designed like a messagebox that you can make non-modal. And in general, to be able to switch forms, don't design them as modal. But no, that's not really the answer.As you actually only need to switch from edit mode then put that functionality in a business class the form uses and you can use from anywhere else, too, without the need to a) activate the form and b) do this interactively. The way you talk about it you locked your own code out of being able to do something that's only available by interaction with a form that you can't switch to, because you step on your own foot with a message box and/or report preview and know nothing about modality. Keep control about what you want you and your code to be able to do.In the core you want to unlock a record, you have the code to do so in a form button click and therefore you think its best to switch to that form. No, it's best to redesign your code so the unlocking of records is not only available in the button click of a form, but in the business class of a table that can be used on a form and elsewhere to be able to call things like locking/unlocking data from anywhere and not be dependent on a single form to offer that functionality. It is good to program something in one place only, but the best place is not intertwined with the UI in one form, as you see for yourself in your current situation. And once something is programmed in one place, in a class, usually, that is available in multiple instances. You have some dependencies, i.e. you can't unlock a record in another datasession, but you don't depend on a button click, if you design your software correctly."
Reply,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,Chriss Miller,"I don't think you need to learn how to programmatically switch forms, but for sake of completeness, if someone comes across this thread by searching for form activation:1. Having a form reference (oForm, type ""O"", a variable of the form object) you can call oForm.Show()2. You can set focus to a control of the form, thereby activating not only the form itself and whatever was the last current control on it becomes focussed again, but you explicitly set focus to some control, for example the button for leaving edit mode in your case3. You can use Windows API based on Windows HWND, knowing the oForm.HWND integer value using ShowWindow API function.Code:#Define SW_RESTORE 9
DECLARE INTEGER ShowWindow IN user32;
    INTEGER hwnd,;
    INTEGER nCmdShow
ShowWindow(oForm.hwnd, SW_RESTORE) &&for example when a form is maximized or minimized puts it into the normal state, there are further SW constants4. Another way of using the Window API with a HWND is sending the WM_ACTIVATE message to the form to activate with SendMessage.Code:#Define WM_ACTIVATE 6
DECLARE INTEGER SendMessage IN user32;
    INTEGER hWnd,;
    INTEGER Msg,;
    INTEGER wParam,;
    INTEGER lParam
SendMessage(oForm.hwnd,WM_ACTIVATE,1,0)5. Yet other ways with Windows API are calls to SetForegroundWindow and BringWindowToTop. I spare to detail this, you can find necessary DECLARE and usage example onhttps://github.com/VFPX/Win32APIIf you only know the forms name or caption you may go through _screen.forms to find your form and then get it's object reference and hwnd from there.None of that would work when a modal form is active, i.e. the message box or report preview. Such modal state forms have to be responded to and thereby released, before any other form can be activated.You don't need as many options as listed, but anyone of them can come in handy. If you programmed into Show you might have code there you expected to run only once at form start, when you do something along the lines of oForm = createobject(""form"") and oForm.Show() and never use Show again. Show is not only the opposite of Hide, so it does not only make a form visible for the first or repeated time after hiding it, it also activates it. And it is a method, not an event. Form.Activate is an event, not a method on the other hand, and calling oForm.Activate does not activate the form, unless you write code into the event that activates the form, which would be counter productive, as that triggers itself, in the worst case. If you made a design flaw you can, at least, use one of the other ways."
Reply,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,ggreen61,"I have a similar application with a tab interface for selecting between forms:The first row allows the user to select between different tab groups.  The second row allows a user to open a form into the group's tab interface.   When the user selects a command button to open a popup child form (over the current form), I use an image class to 'cover' over the current form by taking a screen shot of the parent form and using alpha blending to darken the image, then I set the Visible property to False for all the controls, thus leaving the parent form darkened in the background of the popup child form.  The popup child form is always non-modal and linked to the parent form by using the NAME clause on the DO FORM command and assigning it to a property of the parent form (ChildForm).  The image class if clicked on will redirect the user back to the popup child form via the ChildForm property of the parent form.  This keeps the popup child non-modal form in focus for the parent.  When the child form closes, I restore the parent form back to normal appearance.  I use the RAISEEVENT command to pass parameters from the child form back to the parent form.The class for the tab interface takes care of switching between tabs (hiding the appropriate forms and making the selected tab form visible), destroying the associated form (which in turn destroys the child form if present) when the tab is closed, and creating a new tab and positioning the form."
Reply,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,Chriss Miller,"AndrewMozley said:For that purpose it needs to RLOCK that particular record. When that fails, the application displays a MessageBox, inviting the user (if it is him!) to unlock that record or to abandon the transaction.Click to expand...Actually, if you have an RLOCK, you already have an RLOCK. And an open transaction is only a problem as the user later might revert it, undoing any changes you do for the salesinvoice. Well, you're using transactiona wrong, then. A transaction should start right before saving changes not when starting to edit a record already. To be able to revert a change you must use buffering, not a transaction. I say must, not can, because the point of a transaction is not the same as that of buffering and you're misusing transactions, if you start them at the start of an editing mode.The usage pattern mandatorey for a transaction is starting it in a submit/save changes button, then saving all changes (usually doing several tableupdates to save buffered changes, but can also include any insert/updates/replaces only happening then) and when everything goes through end the transaction, when anything fails rollback the transaction and address the problems.Locking records can be done before starting a transaction and as the first thing in edi mode to actually prepare a flawless transaction, as other clients/forms/users will then know the record is in editing. But once that's done you already have the ownership of that and on the same client you can also make use of that to do anything else in other processes like that of a sales invoice done during editing of a customer record if the involved customer.If you do it as I suggest your only remaining problem is how you detect that it's not the current user that has the lock. I think you is ISRLOCKED to determine the lock status and if that's .F. ask to unlock. Well, that's wrong. Use RLOCK and see, if you can lock, if you already have the lock, that doesn't cause double locking needing double unlocking, it just confirms you have the lock, either you just got it now or you already had it. It'll fail, if another user had the lock. And then you can only tell the user, that the sales invoice can't be completed.Well, and that's the other flaw of your design, if you alrady know from the getgo that a salesinvoice needs a record lock on the customer involved, then get this rlock early on, at the start. Then it doesn't hinder the same user to also access edit mode for the customer to look up information from there, but it locks out other users from both sales invoices from the same customer and editing the customer and you can be sure you get to the end of processing the sales invoice.I'm not really a fan of locking data to ensure such record by recored exclusive access, as everything can be done intertwined with shared access not locking anything, but when you go that route, and I also did for a company that asked for such a policy you also have to care about users leaving work or going for lunch having a long lasting lock that hinders others to contiune working. So that company had to see the bad side oftheir demand and agree on automatic unlocking after too long idle time of a workstation having the lock. That's actually a lesson not really learned by them."
Reply,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,ggreen61,"My solution to the problem of RLOCK of a record by one user that another user needs access to, is to not use RLOCK.  Instead, I have a table for managing the locks - tablelock.dbf.  When a user selects a customer, supplier, etc. record to be edited, I add the record Id to the tablelock record with the table name and user id in the Init() event of the edit form; if another user is already has a lock (exists in the table), then a message is given to the user that another is editing (I also provide the user name).  When the form is closed, in the Destory() event, I remove the record from the tablelock.dbf table.  I provide an administrative function to override and remove a lock if needed (which has not been needed to be used in over 8 years of the app).  Also, if the user Id is the same for a lock record that already exists, then I return the table lock as successful and allow the edit to proceed.The only time I use the RLOCK function is when I am adding a new record to a table and need the next Id to assign to the record.  For this I have a table tableid.dbf for managing the Id assignment (I use a 5-character Id field size that is a base-36 number)."
Reply,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,AndrewMozley,"I understand that the MessageBox() is modal. So even during the pause when the message is being displayed – the user cannot click on the form where the Customer record is being edited.So the form which was trying to post the invoice now displays a message to that effect, inviting the user to complete his editing function. It then RETURNS from the Click() method of the “POST” button, allowing the user to complete and Save his edit (or abandon it).Returning to the Invoicing form, the user can now click on the POST” button again; and in this case the invoice is posted successfully.Thank you to several correspondents who have helped in this matter.Andrew Mozley"
Reply,Switching between forms in an application,AndrewMozley,"Feb 19, 2025 at 8:52 PM",https://www.tek-tips.com/threads/switching-between-forms-in-an-application.1833141/,Chriss Miller,"Sounds like you solved the problem. Yet I don't know why you have the problem in itself, as you display the messagebox, don't you? Instead of asking the user to do something in a messagebox, you could do so yourself before and instead of even showing a messagebox. I understand you want to give the user the choice of saving or cancelling the changes, well, that could also be done with a messagebox with a question answered by YES/NO and then be done automatically. But in case you detect a lock that you have yourself, you don't need to ask nor to end the editmode, you can add the changes of posting the sales invoice in the same transaction that saves other changes by the user.And still, all in all, though I don't precisely know what you're doing in code, remember transaction are started right before saving changes, not at start of edit mode, they are the major pain, even a larger pain than locks."
Question,Adding and moving images in a running form,Filip Brnic,"Feb 21, 2025 at 11:44 AM",https://www.tek-tips.com/threads/adding-and-moving-images-in-a-running-form.1833168/,Filip Brnic,"Hello, before i even dug dipper into this because i had an idea, is it even possible to do so.My idea was that i can have a command button that will insert little icons of some characters(depending on the name typed in a corresponding text box) as 30x30 images, and than i could move them around on a form. Is it even possible to afterward save that form and have it layed out the exact same way ive left those images?I know there is probably a better program for doing this but i'd love for it to be done in fox because i have some tables that ill connect to that form later so its easier for me to do it in fox. (if possible)"
Reply,Adding and moving images in a running form,Filip Brnic,"Feb 21, 2025 at 11:44 AM",https://www.tek-tips.com/threads/adding-and-moving-images-in-a-running-form.1833168/,Filip Brnic,And by moving i meant dragging while holding a left mouse click.
